Date,SNR,BER,PER
11.09.2015-16-43-50,16.65,0.00000000,0.00000000
11.09.2015-16-47-11,16.63,0.00000000,0.00000000
11.09.2015-16-50-33,16.60,0.00000000,0.00000000
