Date,SNR,BER,PER
11.09.2015-15-24-53,18.37,0.00008007,0.00100000
11.09.2015-15-28-14,18.34,0.00000000,0.00000000
11.09.2015-15-31-35,18.34,0.00000000,0.00000000
11.09.2015-15-34-57,18.32,0.00000000,0.00000000
11.09.2015-15-38-18,18.32,0.00000000,0.00000000
11.09.2015-15-41-39,18.32,0.00001153,0.00010000
