Date,SNR,BER,PER
11.09.2015-16-12-54,17.56,0.00004170,0.00010000
11.09.2015-16-16-16,17.58,0.00000000,0.00000000
11.09.2015-16-19-37,17.58,0.00000000,0.00000000
11.09.2015-16-22-58,17.59,0.00000000,0.00000000
11.09.2015-16-26-20,17.58,0.00000000,0.00000000
11.09.2015-16-29-41,17.57,0.00000000,0.00000000
11.09.2015-16-33-03,17.57,0.00004770,0.00010000
11.09.2015-16-36-24,17.56,0.00000000,0.00000000
