Date,SNR,BER,PER
11.09.2015-15-06-50,18.78,0.00000000,0.00000000
11.09.2015-15-10-11,18.78,0.00000000,0.00000000
11.09.2015-15-13-32,18.77,0.00000000,0.00000000
11.09.2015-15-16-54,18.77,0.00000000,0.00000000
11.09.2015-15-20-15,18.77,0.00001672,0.00020000
